customer,st,gender,education,customer_lifetime_value,income,monthly_premium_auto,number_of_open_complaints,policy_type,vehicle_class,total_claim_amount,state
MK15785,Nevada,M,Master,438731.09%,48015.0,110.0,1/0/00,Corporate Auto,Sports Car,528.0,California
VP89545,Arizona,M,College,452288.35%,0.0,61.0,1/0/00,Personal Auto,Four-Door Car,292.8,California
HJ58678,Nevada,F,College,541815.21%,57587.0,68.0,1/0/00,Personal Auto,Four-Door Car,257.090387,California
MW80236,Washington,M,Master,2300.691547,0.0,70.0,1/0/00,Personal Auto,Four-Door Car,336.0,California
IA52178,Arizona,F,College,1578529.69%,81119.0,196.0,1/0/00,Corporate Auto,SUV,940.8,California
WC42895,California,F,Bachelor,2211039.80%,65724.0,70.0,1/0/00,Personal Auto,Four-Door Car,14.518312,California
JP41935,Washington,M,High School or Below,1359619.97%,20128.0,70.0,1/2/00,Personal Auto,Four-Door Car,336.0,California
YM77369,Oregon,M,High School or Below,475612.62%,56146.0,119.0,1/0/00,Corporate Auto,Four-Door Car,401.785805,California
WV15213,California,M,Bachelor,244705.31%,84658.0,62.0,1/0/00,Personal Auto,Four-Door Car,44.780402,California
GX37592,Nevada,F,College,567592.33%,33257.0,72.0,1/1/00,Personal Auto,Four-Door Car,345.6,California
VM34210,Washington,F,College,739903.21%,0.0,101.0,1/0/00,Personal Auto,SUV,337.617149,California
YJ59924,Oregon,M,College,730843.39%,31115.0,92.0,1/0/00,Personal Auto,Four-Door Car,441.6,California
OO35641,Oregon,F,College,3287174.78%,78487.0,117.0,1/0/00,Personal Auto,SUV,448.255019,California
EU54076,Oregon,M,Bachelor,522892.01%,92472.0,65.0,1/0/00,Corporate Auto,Four-Door Car,240.221415,California
QH56750,Arizona,M,High School or Below,2070086.45%,0.0,64.0,1/0/00,Personal Auto,Four-Door Car,460.8,California
PQ27923,Washington,M,Master,633303.08%,71737.0,79.0,1/0/00,Personal Auto,Two-Door Car,338.79562,California
ES16126,California,M,College,433038.60%,60475.0,107.0,1/0/00,Personal Auto,Four-Door Car,513.6,California
PG42834,Arizona,F,Bachelor,629273.54%,26577.0,79.0,1/0/00,Personal Auto,Four-Door Car,73.719521,California
OY44814,Arizona,M,High School or Below,491788.96%,0.0,71.0,1/0/00,Personal Auto,Two-Door Car,511.2,California
JI97190,California,M,High School or Below,516581.00%,43461.0,64.0,1/0/00,Personal Auto,Two-Door Car,307.2,California
ZK61113,Oregon,M,High School or Below,629159.00%,0.0,94.0,1/0/00,Personal Auto,Two-Door Car,676.8,California
MU88116,Oregon,F,Master,458267.42%,69085.0,113.0,1/0/00,Corporate Auto,Sports Car,472.271907,California
TP61305,California,M,High School or Below,606244.16%,0.0,84.0,1/0/00,Personal Auto,Four-Door Car,604.8,California
ZY20779,Washington,M,High School or Below,497907.99%,0.0,71.0,1/0/00,Personal Auto,Two-Door Car,340.8,California
KP65334,California,F,College,583056.14%,0.0,77.0,1/0/00,Corporate Auto,Four-Door Car,783.431945,California
OH15677,California,M,High School or Below,374257.91%,0.0,110.0,1/1/00,Personal Auto,Sports Car,1272.546918,California
HB53755,Oregon,F,High School or Below,384959.67%,0.0,106.0,1/0/00,Personal Auto,Sports Car,763.2,California
UF77079,Arizona,F,High School or Below,1526581.49%,58361.0,95.0,1/0/00,Personal Auto,Four-Door Car,43.599861,California
TD20252,Arizona,M,College,531780.72%,74092.0,67.0,1/0/00,Personal Auto,Four-Door Car,321.6,California
TH68362,California,F,College,237480.92%,0.0,64.0,1/0/00,Corporate Auto,Four-Door Car,380.822087,California
TO34442,Washington,M,College,553286.33%,59768.0,71.0,1/1/00,Personal Auto,Four-Door Car,340.8,California
MP96373,Washington,M,Master,571978.57%,54585.0,7575.0,1/1/00,Personal Auto,Two-Door Car,340.8,California
CV72453,Oregon,F,High School or Below,451220.44%,0.0,125.0,1/0/00,Corporate Auto,SUV,900.0,California
OY92520,California,F,Bachelor,726480.39%,12075.0,94.0,1/0/00,Personal Auto,Four-Door Car,451.2,California
UY95530,California,M,College,865886.38%,62464.0,109.0,1/0/00,Personal Auto,Sports Car,400.181882,California
FB84235,Oregon,M,College,549894.07%,22520.0,73.0,1/0/00,Personal Auto,Four-Door Car,350.4,California
MJ14480,Arizona,F,High School or Below,559938.29%,35012.0,72.0,1/0/00,Personal Auto,Four-Door Car,345.6,California
KW81128,Arizona,F,College,1522819.87%,95140.0,126.0,1/0/00,Personal Auto,Sports Car,45.049185,California
DQ98402,Nevada,F,High School or Below,364483.36%,82477.0,90.0,1/0/00,Corporate Auto,Two-Door Car,432.0,California
WN53966,California,M,Master,369344.08%,85871.0,92.0,1/1/00,Personal Auto,Four-Door Car,112.633539,California
QK69627,Washington,F,High School or Below,938816.29%,75264.0,78.0,1/0/00,Personal Auto,Four-Door Car,343.340301,California
QC55306,Washington,M,High School or Below,3116269.33%,83170.0,97.0,1/0/00,Personal Auto,Four-Door Car,344.118069,California
WV79842,California,M,High School or Below,928373.78%,24314.0,235.0,1/0/00,Personal Auto,Luxury SUV,1128.0,California
DF40318,Oregon,M,Master,255122.67%,79751.0,63.0,1/0/00,Corporate Auto,Two-Door Car,392.235698,California
TN90661,Nevada,M,High School or Below,581191.81%,83318.0,72.0,1/0/00,Corporate Auto,Four-Door Car,345.6,California
ZU88029,Oregon,F,Master,406467.06%,26161.0,109.0,1/0/00,Personal Auto,Sports Car,594.444586,California
TQ88221,California,F,Bachelor,284144.31%,30473.0,72.0,1/0/00,Corporate Auto,Four-Door Car,450.080101,California
KH34667,Nevada,M,College,683213.39%,50472.0,87.0,1/0/00,Corporate Auto,Four-Door Car,281.163705,California
HW54198,Nevada,M,Master,520197.14%,94186.0,64.0,1/0/00,Personal Auto,Four-Door Car,135.340489,California
GZ79662,Arizona,M,High School or Below,548458.82%,47611.0,69.0,1/0/00,Corporate Auto,Four-Door Car,593.654484,California
YA11342,California,M,High School or Below,767268.14%,0.0,103.0,1/0/00,Personal Auto,Four-Door Car,518.720216,California
ZW18871,Oregon,M,High School or Below,827248.54%,91245.0,69.0,1/0/00,Corporate Auto,Four-Door Car,19.251693,California
QZ17137,Arizona,F,High School or Below,333067.28%,45944.0,83.0,1/0/00,Personal Auto,Two-Door Car,182.948495,California
UV53712,California,F,College,556245.64%,59649.0,69.0,1/1/00,Personal Auto,Four-Door Car,167.738267,California
SJ43436,Oregon,F,Bachelor,245273.86%,52785.0,61.0,1/0/00,Corporate Auto,Two-Door Car,45.721456,California
VW46878,Oregon,F,High School or Below,792028.29%,59648.0,66.0,1/0/00,Personal Auto,Four-Door Car,316.8,California
TW91179,Oregon,F,College,386148.63%,93272.0,95.0,1/0/00,Corporate Auto,Four-Door Car,281.110788,California
LG19551,Arizona,M,Bachelor,576478.42%,22134.0,72.0,1/0/00,Corporate Auto,Four-Door Car,445.879224,California
AI49712,Washington,F,High School or Below,259389.79%,0.0,72.0,1/0/00,Personal Auto,Four-Door Car,345.6,California
WN14473,Arizona,M,Master,288235.06%,87798.0,71.0,1/0/00,Personal Auto,Two-Door Car,204.448708,California
WH62198,California,M,Bachelor,221318.79%,0.0,63.0,1/0/00,Personal Auto,Four-Door Car,305.552429,California
SP85148,California,F,Master,942962.94%,43811.0,117.0,1/0/00,Personal Auto,Sports Car,571.136574,California
FB49203,California,F,College,623925.75%,0.0,91.0,1/0/00,Corporate Auto,Two-Door Car,655.2,California
FF94341,Nevada,F,Bachelor,766880.96%,92456.0,95.0,1/0/00,Special Auto,Four-Door Car,456.0,California
TS42594,California,F,High School or Below,1377097.62%,59207.0,116.0,1/0/00,Personal Auto,Four-Door Car,556.8,California
IL43607,California,F,High School or Below,274284.43%,64519.0,69.0,1/1/00,Corporate Auto,Four-Door Car,331.2,California
FL85008,Oregon,F,High School or Below,1346692.07%,11432.0,119.0,1/0/00,Personal Auto,SUV,571.2,California
AN47199,Nevada,F,College,885835.20%,0.0,80.0,1/0/00,Personal Auto,Two-Door Car,81.255741,California
SV28347,California,M,High School or Below,848533.00%,32607.0,111.0,1/1/00,Corporate Auto,SUV,532.8,California
IC78105,Arizona,F,High School or Below,774464.44%,26444.0,196.0,1/0/00,Personal Auto,Luxury Car,940.8,California
RB28630,Oregon,F,High School or Below,589490.74%,39381.0,74.0,1/1/00,Personal Auto,Four-Door Car,355.2,California
KA32645,Nevada,M,College,577068.41%,0.0,83.0,1/0/00,Personal Auto,Four-Door Car,946.345269,California
QD73891,Oregon,M,High School or Below,526111.75%,90217.0,66.0,1/1/00,Personal Auto,Four-Door Car,316.8,California
LM58949,Oregon,M,High School or Below,240353.95%,24248.0,70.0,1/3/00,Personal Auto,Four-Door Car,336.0,California
YG40323,Arizona,M,Bachelor,912460.00%,99368.0,113.0,1/0/00,Personal Auto,Four-Door Car,82.427785,California
EP82214,Arizona,F,High School or Below,2618080.53%,68189.0,82.0,1/1/00,Special Auto,Four-Door Car,343.121192,California
EO91797,Nevada,F,Master,1564125.86%,32370.0,130.0,1/0/00,Corporate Auto,SUV,487.736171,California
RU50098,Arizona,F,Master,257402.04%,34990.0,65.0,1/0/00,Personal Auto,Four-Door Car,42.689135,California
QW10541,California,F,High School or Below,531983.87%,25714.0,67.0,1/0/00,Personal Auto,Two-Door Car,321.6,California
SB50826,Oregon,M,College,749600.66%,61091.0,95.0,1/0/00,Personal Auto,Two-Door Car,409.868003,California
XX29952,Arizona,M,College,1217458.96%,88184.0,104.0,1/3/00,Personal Auto,Four-Door Car,240.176533,California
AT93647,California,F,College,260557.08%,60252.0,65.0,1/0/00,Personal Auto,Four-Door Car,182.436205,California
QP56563,Oregon,M,College,270720.85%,80985.0,67.0,1/0/00,Personal Auto,Four-Door Car,124.933587,California
UF88986,Washington,F,College,279490.75%,39783.0,72.0,1/0/00,Personal Auto,Two-Door Car,345.6,California
TY43440,California,M,High School or Below,881901.89%,99845.0,110.0,1/1/00,Personal Auto,SUV,528.0,California
NJ15094,Washington,F,Bachelors,534599.46%,0.0,72.0,1/0/00,Personal Auto,Four-Door Car,345.6,California
MM45334,Oregon,F,College,816951.40%,40803.0,71.0,1/3/00,Personal Auto,Four-Door Car,122.912377,California
KH93988,Oregon,F,College,770888.39%,71134.0,98.0,1/3/00,Personal Auto,Two-Door Car,196.37368,California
RY38931,Arizona,M,Bachelor,552821.28%,36088.0,72.0,1/0/00,Personal Auto,Four-Door Car,345.6,California
CV48634,Nevada,M,College,1212844.67%,29431.0,103.0,1/0/00,Personal Auto,SUV,237.896227,California
TN76120,Washington,M,Bachelors,552821.28%,36088.0,72.0,1/0/00,Personal Auto,Four-Door Car,345.6,California
ZS96174,Oregon,M,College,679684.48%,17937.0,65.0,1/0/00,Personal Auto,Two-Door Car,312.0,California
MI62456,Arizona,F,Bachelor,286731.22%,23376.0,78.0,1/0/00,Personal Auto,Four-Door Car,374.4,California
DD44177,California,F,Doctor,239557.00%,21986.0,63.0,1/0/00,Personal Auto,Two-Door Car,333.696228,California
NX31380,Arizona,F,Bachelor,709416.77%,23032.0,89.0,1/0/00,Corporate Auto,Four-Door Car,427.2,California
KQ43374,Oregon,F,College,412809.13%,32114.0,104.0,1/0/00,Corporate Auto,SUV,445.29049,California
XA54112,California,M,Bachelor,404693.61%,13330.0,117.0,1/0/00,Corporate Auto,SUV,561.6,California
QB14087,California,F,College,486928.28%,44934.0,61.0,1/0/00,Personal Auto,Four-Door Car,357.926979,California
FV42881,Oregon,F,College,290215.19%,96137.0,73.0,1/2/00,Corporate Auto,Two-Door Car,67.490616,California
AV76907,Oregon,F,College,428294.80%,40864.0,109.0,1/1/00,Personal Auto,SUV,166.937747,California
VM85555,California,F,College,775012.03%,22668.0,67.0,1/1/00,Personal Auto,Four-Door Car,33.718553,California
ZU88113,Oregon,M,College,662717.46%,90751.0,82.0,1/1/00,Personal Auto,Two-Door Car,315.826382,California
SZ75668,Oregon,M,College,747460.58%,44186.0,64.0,1/2/00,Personal Auto,Four-Door Car,295.04969,California
MZ65087,Oregon,M,College,556129.14%,92678.0,70.0,1/0/00,Personal Auto,Four-Door Car,34.689611,California
EL61402,Arizona,F,Bachelor,609846.21%,74257.0,76.0,1/0/00,Personal Auto,Four-Door Car,214.586742,California
CJ31839,California,M,Bachelor,285952.89%,99981.0,71.0,1/0/00,Special Auto,Four-Door Car,204.872273,California
XM11175,Arizona,M,College,599442.46%,0.0,91.0,1/0/00,Personal Auto,Four-Door Car,655.2,California
LF41085,Arizona,F,College,563524.95%,19591.0,74.0,1/0/00,Personal Auto,Two-Door Car,95.925021,California
MB19556,California,F,College,506720.83%,29095.0,127.0,1/0/00,Personal Auto,SUV,664.280864,California
HC74532,Oregon,F,Bachelor,226328.46%,0.0,62.0,1/0/00,Corporate Auto,Four-Door Car,389.750793,California
SB66770,Arizona,M,Master,1443567.37%,60880.0,119.0,1/0/00,Corporate Auto,Two-Door Car,109.906628,California
JI25066,AZ,F,Bachelor,492839.71%,61785.0,61.0,1/0/00,Personal Auto,Two-Door Car,271.10697,California
PY98958,Oregon,M,Bachelor,1203662.05%,44428.0,104.0,1/0/00,Special Auto,SUV,499.2,California
RA65645,California,M,High School or Below,856476.82%,95697.0,107.0,1/0/00,Personal Auto,Sports Car,178.006524,California
FQ79356,California,F,Bachelor,236188.39%,18064.0,63.0,1/2/00,Personal Auto,Four-Door Car,182.964184,California
TM25808,California,M,High School or Below,556569.33%,74720.0,70.0,1/0/00,Personal Auto,Two-Door Car,200.812425,California
XO46388,California,F,Bachelor,514680.98%,22594.0,67.0,1/0/00,Personal Auto,Four-Door Car,321.6,California
LB81265,AZ,F,Bachelor,293808.03%,40987.0,73.0,1/0/00,Personal Auto,Four-Door Car,329.013275,California
JR38787,Nevada,M,High School or Below,1443274.64%,24561.0,126.0,1/0/00,Personal Auto,SUV,853.473552,California
KZ22690,California,F,College,1302741.98%,76456.0,83.0,1/1/00,Personal Auto,Four-Door Car,42.693918,California
NY49598,California,M,College,245198.88%,65828.0,62.0,1/0/00,Personal Auto,Four-Door Car,297.6,California
KY39767,Oregon,F,College,466198.41%,0.0,68.0,1/1/00,Personal Auto,Four-Door Car,489.6,California
YU35386,AZ,F,Bachelor,560001.02%,63621.0,70.0,1/0/00,Personal Auto,Four-Door Car,444.620265,California
TF82172,AZ,M,College,401613.28%,10074.0,107.0,1/0/00,Corporate Auto,SUV,108.995934,California
ER40041,Oregon,F,College,2219580.30%,78965.0,183.0,1/0/00,Personal Auto,Luxury Car,145.587985,California
MS39869,Nevada,F,College,734335.37%,0.0,68.0,1/0/00,Personal Auto,Four-Door Car,479.028818,California
PV77906,AZ,M,Bachelor,480451.43%,23604.0,64.0,1/0/00,Corporate Auto,Two-Door Car,460.8,California
QF21045,Oregon,F,College,273553.89%,99205.0,68.0,1/0/00,Personal Auto,Two-Door Car,323.246017,California
HF65914,AZ,M,College,694097.28%,0.0,92.0,1/0/00,Personal Auto,Two-Door Car,441.6,California
AJ58038,California,F,Bachelor,239621.93%,0.0,66.0,1/2/00,Corporate Auto,Four-Door Car,433.160284,California
ZR88383,Nevada,F,College,538089.86%,55350.0,67.0,1/0/00,Personal Auto,Four-Door Car,321.6,California
OT49339,Oregon,M,College,843281.57%,21052.0,111.0,1/0/00,Corporate Auto,SUV,453.578343,California
FI74985,Oregon,F,High School or Below,755650.75%,0.0,69.0,1/0/00,Personal Auto,Four-Door Car,496.8,California
JW15301,AZ,M,High School or Below,778743.17%,24664.0,69.0,1/0/00,Corporate Auto,Four-Door Car,496.8,California
PY20159,Nevada,M,College,478781.29%,45225.0,124.0,1/0/00,Corporate Auto,Sports Car,209.176923,California
NC42524,California,M,College,970764.76%,30430.0,86.0,1/0/00,Special Auto,Four-Door Car,425.662574,California
ZG19911,California,F,Bachelor,255222.62%,35149.0,64.0,1/0/00,Personal Auto,Two-Door Car,120.477298,California
DI89983,California,M,Bachelor,522342.93%,16513.0,71.0,1/0/00,Personal Auto,Four-Door Car,340.8,California
IG56214,Nevada,M,High School or Below,501044.93%,10892.0,66.0,1/0/00,Personal Auto,Four-Door Car,316.8,California
CA86085,Washington,M,High School or Below,560831.63%,67176.0,72.0,1/0/00,Personal Auto,Four-Door Car,345.6,California
UO95739,Oregon,M,College,445793.63%,54704.0,113.0,1/0/00,Personal Auto,SUV,468.176056,California
SB64873,Oregon,M,Doctor,820078.73%,25381.0,71.0,1/0/00,Personal Auto,Four-Door Car,340.8,California
TE82896,Oregon,F,High School or Below,274608.01%,0.0,74.0,1/0/00,Personal Auto,Four-Door Car,355.2,California
VY64199,Oregon,F,Bachelor,1021577.92%,18150.0,67.0,1/0/00,Corporate Auto,Four-Door Car,220.304649,California
IE82679,California,M,Bachelor,245357.08%,29735.0,69.0,1/0/00,Personal Auto,Four-Door Car,331.2,California
SL70257,Nevada,F,College,587295.88%,77156.0,73.0,1/0/00,Personal Auto,Four-Door Car,445.817914,California
XJ85947,Oregon,F,College,311892.79%,88782.0,78.0,1/0/00,Personal Auto,Four-Door Car,357.757645,California
EF84269,California,F,College,556865.65%,51489.0,139.0,1/0/00,Personal Auto,SUV,236.739322,California
NY91328,California,F,Bachelor,902971.47%,16972.0,125.0,1/0/00,Personal Auto,SUV,600.0,California
AT49447,California,M,Bachelor,759182.72%,99359.0,95.0,1/0/00,Personal Auto,Two-Door Car,233.265397,California
BM70908,AZ,M,College,225531.29%,58289.0,62.0,1/4/00,Personal Auto,Two-Door Car,297.6,California
GM63998,Oregon,F,Doctor,3261369.04%,45173.0,268.0,1/0/00,Personal Auto,Luxury Car,1286.4,California
AR61426,California,F,Bachelor,944564.95%,93246.0,78.0,1/0/00,Personal Auto,Two-Door Car,41.628869,California
CB62406,AZ,M,High School or Below,680359.68%,43758.0,171.0,1/0/00,Corporate Auto,SUV,1129.929433,California
WH82416,Oregon,M,Bachelor,976621.71%,75651.0,81.0,1/0/00,Personal Auto,Four-Door Car,375.11129,California
UI53874,AZ,F,Doctor,729484.61%,0.0,67.0,1/0/00,Personal Auto,Four-Door Car,321.6,California
LM44949,Oregon,F,Doctor,568251.53%,36938.0,70.0,1/0/00,Special Auto,Four-Door Car,244.801119,California
JR59597,California,M,Bachelor,633294.18%,50843.0,82.0,1/0/00,Personal Auto,Two-Door Car,393.6,California
ZS22428,California,F,Bachelor,491657.70%,21907.0,62.0,1/0/00,Personal Auto,Four-Door Car,2.96438,California
AZ34845,California,F,Bachelor,479824.09%,77846.0,119.0,1/0/00,Personal Auto,Sports Car,342.471939,California
XZ34917,Washington,M,Bachelor,564380.24%,41043.0,72.0,1/0/00,Personal Auto,Four-Door Car,345.6,California
QU20310,AZ,F,High School or Below,924746.44%,97030.0,76.0,1/0/00,Corporate Auto,Four-Door Car,416.637499,California
NQ42020,Oregon,M,High School or Below,732292.89%,80864.0,182.0,1/0/00,Personal Auto,Luxury SUV,618.210272,California
ZF40143,Nevada,F,College,827590.01%,48197.0,106.0,1/0/00,Personal Auto,Four-Door Car,508.8,California
GU65780,California,M,Doctor,563540.37%,70837.0,73.0,1/4/00,Personal Auto,Four-Door Car,362.743231,California
KY32675,AZ,M,High School or Below,1497028.51%,85297.0,93.0,1/0/00,Special Auto,Two-Door Car,620.011594,California
ZX35838,Oregon,F,Master,933633.69%,70177.0,115.0,1/0/00,Personal Auto,Four-Door Car,225.517666,California
LU42720,Nevada,M,College,4835696.08%,52499.0,138.0,1/0/00,Personal Auto,SUV,1171.537594,California
FB25242,Oregon,M,College,568691.53%,63143.0,71.0,1/0/00,Corporate Auto,Four-Door Car,340.8,California
RW51650,Oregon,M,Bachelor,862283.54%,97361.0,73.0,1/0/00,Personal Auto,Four-Door Car,350.4,California
XX94684,Nevada,M,High School or Below,507967.48%,50052.0,130.0,1/0/00,Personal Auto,Sports Car,624.0,California
AH99727,AZ,F,Bachelor,562331.45%,11612.0,71.0,1/0/00,Personal Auto,Four-Door Car,340.8,California
NZ85858,AZ,F,High School or Below,527001.36%,78115.0,65.0,1/0/00,Personal Auto,Four-Door Car,255.454322,California
JU19953,California,F,Master,862117.22%,81947.0,71.0,1/0/00,Personal Auto,Two-Door Car,203.993499,California
LC33025,Oregon,M,College,791833.49%,44698.0,211.0,1/4/00,Personal Auto,Luxury Car,1012.8,California
BV86143,California,F,High School or Below,2103401.82%,26876.0,66.0,1/0/00,Personal Auto,Four-Door Car,219.209762,California
AY88788,Oregon,F,College,1541768.22%,69841.0,192.0,1/0/00,Personal Auto,Luxury SUV,878.812468,California
OJ33945,Oregon,F,High School or Below,869263.68%,97768.0,72.0,1/0/00,Personal Auto,Two-Door Car,151.843731,California
LO84523,Oregon,M,High School or Below,650314.39%,0.0,187.0,1/0/00,Personal Auto,Luxury Car,1588.682955,California
HZ25580,Washington,F,High School or Below,239619.24%,39062.0,61.0,1/0/00,Corporate Auto,Two-Door Car,346.991025,California
